CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
I-200-18038-316099,CERTIFIED-WITHDRAWN,2/13/18,7/26/18,H-1B,8/7/18,8/6/21,VERILY LIFE SCIENCES LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,N/A,6502534513,,Y,LAM-BENTLEY_ TIFFANY,DALLAS,TX,SOFTWARE ENGINEER 1615.33146,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"106,983.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"117,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,2/16/18
I-200-18051-234626,CERTIFIED,2/20/18,2/26/18,H-1B,8/15/18,8/15/21,TIBCO SOFTWARE_ INC.,,3307 HILLVIEW AVENUE,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,6508461000,,N,_,,,TECHNICAL SUPPORT ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,541511,1,1,0,0,0,0,0,Y,"73,613.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY,"76,500.00",0,Year,N,N,NA,,,ARLINGTON,TARRANT,TX,76006,
I-200-18038-133311,DENIED,2/20/18,2/23/18,H-1B,2/28/18,2/27/21,CSUSA INC.,,800 CORPORATE DR,FORT LAUDERDALE,FL,33334,UNITED STATES OF AMERICA,,9542023500,1370,N,_,,,WEB APP DEVELOPER II,15-1134,WEB DEVELOPERS,611710,1,0,0,0,1,0,0,Y,"46,259.00",Year,N/A,OES,2018,OFLC ONLINE DATA CENTER,"75,000.00",0,Year,N,N,NA,Y,,FORT LAUDERDALE,FL,FL,33334,
I-200-18052-409077,CERTIFIED,2/21/18,2/27/18,H-1B,2/21/18,2/21/21,MASTECH DIGITAL CONSULTING_ INC.,,1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,15108,UNITED STATES OF AMERICA,,4127872100,9553,N,_,,,SENIOR SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,6,1,1,1,1,1,1,Y,41.91,Hour,Level III,OES,2018,OFLC (ONLINE DATA CENTER),41.91,0,Hour,Y,N,Y,Y,,CANONSBURG,WASHINGTON,PA,15317,
I-200-18024-960387,CERTIFIED,2/13/18,2/20/18,H-1B,8/8/18,8/8/21,SIMULMEDIA_ INC.,,401 PARK AVENUE SOUTH,NEW YORK,NY,10016,UNITED STATES OF AMERICA,,6462015352,,Y,KIRBERGER_ ELIZABETH,BROOKLYN,NY,BUSINESS INTELLIGENCE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,541910,1,1,0,0,0,0,0,Y,"137,696.00",Year,Level IV,OES,2017,,"137,700.00",0,Year,N,N,,,,NEW YORK,NEW YORK,NY,10016,
I-200-17355-073565,CERTIFIED,2/13/18,2/20/18,H-1B,6/22/18,6/21/21,DELOITTE & TOUCHE LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,2152462300,,Y,DEMOSS II_ ROBERT (RUSTY),ATLANTA,GA,ADVISORY CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54121,3,1,0,1,0,1,0,Y,"54,038.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"67,500.00",0,Year,N,N,NA,,,ATLANTA,FULTON,GA,30303-1749,
I-200-18047-965634,CERTIFIED,2/21/18,2/27/18,H-1B,8/1/18,7/31/21,CATHOLIC HEALTH INITIATIVES COLORADO,CENTURA HEALTH-ST. MARY-CORWIN MEDICAL CENTER,9100 E. MINERAL CIRCLE,CENTENNIAL,CO,80112,UNITED STATES OF AMERICA,,3032694360,,Y,NGUYEN_ THU,DALLAS,TX,HOSPITALIST PHYSICIAN (15-048),29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,1,0,1,0,0,0,0,Y,"208,000.00",Year,N/A,OES,2017,OFLC ONLINE DATA CENTER,"245,000.00",0,Year,N,N,NA,,,PUEBLO,PUEBLO,CO,81004,
I-200-18045-456121,CERTIFIED,2/21/18,2/27/18,H-1B,8/15/18,8/14/21,BEMIS ASSOCIATES_ INC.,,ONE BEMIS WAY,SHIRLEY,MA,1464,UNITED STATES OF AMERICA,,9784256761,,Y,CRONIN_ MADELINE,BOSTON,MA,SENIOR BRAND ACTIVATION ASSOCIATE,Nov-11,ADVERTISING AND PROMOTIONS MANAGERS,32552,1,1,0,0,0,0,0,Y,"62,900.00",Year,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE NORTHEAST REGION SURVEY,"70,000.32",0,Year,N,N,,,,SHIRLEY,MIDDLESEX,MA,1464,
I-200-18038-575590,CERTIFIED,2/9/18,2/15/18,H-1B,8/7/18,8/6/21,CHARTER COMMUNICATIONS_ INC.,,12405 POWERSCOURT DRIVE,ST. LOUIS,MO,63131,UNITED STATES OF AMERICA,,3145432412,,Y,MADERA_ MICHELE,PHILADELPHIA,PA,NETWORK ENGINEER II,15-1143,COMPUTER NETWORK ARCHITECTS,515210,1,1,0,0,0,0,0,Y,"74,400.00",Year,N/A,Other,2017,MERCER BENCHMARK DATABASE IT SURVEY REPORT,"80,000.00","100,000.00",Year,N,N,NA,,,GREENWOOD VILLAGE,ARAPAHOE,CO,80111,
I-200-18038-726993,CERTIFIED,2/8/18,2/15/18,H-1B,7/1/18,6/30/19,UHCP D/B/A UPMC MEDICAL EDUCATION,,U.S. STEEL TOWER_ 57TH FLOOR,PITTSBURGH,PA,15219,UNITED STATES OF AMERICA,,4126478243,,N,_,,,FELLOW - REGIONAL ANESTHESIOLOGY AND ACUTE PAIN MEDICINE,29-1199,HEALTH DIAGNOSING AND TREATING PRACTITIONERS_ ALL,622110,1,1,0,0,0,0,0,Y,"62,617.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT FELLOW STIPENDS & BENEFITS,"66,710.28",0,Year,N,N,NA,Y,,PITTSBURGH,ALLEGHENY,PA,15237,
I-200-18038-895189,CERTIFIED,2/8/18,2/15/18,H-1B,7/1/18,6/30/21,UHCP D/B/A UPMC MEDICAL EDUCATION,,U.S. STEEL TOWER_ 57TH FLOOR,PITTSBURGH,PA,15219,UNITED STATES OF AMERICA,,4126478243,,N,_,,,RESIDENT - DERMATOLOGY,29-1199,HEALTH DIAGNOSING AND TREATING PRACTITIONERS_ ALL,622110,1,1,0,0,0,0,0,Y,"56,004.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT FELLOW STIPENDS & BENEFITS,"59,077.72",0,Year,N,N,NA,Y,,PITTSBURGH,ALLEGHENY,PA,15213,
I-200-18007-486220,CERTIFIED,2/9/18,2/15/18,H-1B,4/30/18,4/29/21,PEDIATRIC PHYSICIAN SERVICES_ INC.,ALL CHILDREN'S SPECIALTY PHYSICIANS,601 5TH STREET SOUTH,ST. PETERSBURG,FL,33701,UNITED STATES OF AMERICA,,7277677739,,Y,TAYLOR_ FRANCES,BALTIMORE,MD,PEDIATRIC EMERGENCY PHYSICIAN,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,621111,1,1,0,0,0,0,0,Y,"249,038.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"265,033.60",0,Year,N,N,NA,,,ST. PETERSBURG,PINELLAS,FL,33701,
I-200-18033-375853,CERTIFIED,2/9/18,2/15/18,H-1B,5/1/18,5/1/21,FAYETTE PHYSICIAN NETWORK_ INC.,N/A,U.S. STEEL TOWER_ 57TH FLOOR,PITTSBURGH,PA,15219,UNITED STATES OF AMERICA,N/A,4126478243,,Y,SOSTRIN_ RITA,WOODLAND HILLS,CA,ORTHOPEDIC SURGEON,19-1042,MEDICAL SCIENTISTS_ EXCEPT EPIDEMIOLOGISTS,62111,1,0,0,0,0,1,0,Y,"78,582.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"500,000.00",0,Year,N,N,NA,Y,,UNIONTOWN,FAYETTE,PA,15401,
I-200-18037-690998,CERTIFIED,2/9/18,2/15/18,H-1B,7/1/18,6/30/21,EINSTEIN PRACTICE PLAN_ INC.,N/A,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,UNITED STATES OF AMERICA,,2154566417,,Y,HESS_ WENDY,PHILADELPHIA,PA,HOSPITALIST,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,1,0,1,0,0,0,0,Y,"132,392.00",Year,Level III,Other,2017,OFLC ONLINE DATA CENTER,"230,000.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19141,
I-200-18037-702071,CERTIFIED,2/9/18,2/15/18,H-1B,8/6/18,8/5/21,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,KLAUDT_ KYLE,DALLAS,TX,SOFTWARE ENGINEER 1615.33653,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"148,475.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"166,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18033-078030,CERTIFIED,2/9/18,2/15/18,H-1B,5/1/18,5/1/21,FAYETTE PHYSICIAN NETWORK_ INC.,N/A,U.S. STEEL TOWER_ 57TH FLOOR,PITTSBURGH,PA,15219,UNITED STATES OF AMERICA,N/A,4126478243,,Y,SOSTRIN_ RITA,WOODLAND HILLS,CA,ORTHOPEDIC SURGEON,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,62111,1,0,0,0,0,1,0,Y,"266,906.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"500,000.00",0,Year,N,N,NA,Y,,UNIONTOWN,FAYETTE,PA,15401,
I-200-18025-516435,CERTIFIED,2/16/18,2/23/18,H-1B,7/25/18,7/24/21,MOTOROLA SOLUTIONS_ INC.,N/A,500 W MONROE ST.,CHICAGO,IL,60661,UNITED STATES OF AMERICA,N/A,6023275581,,Y,GUEVARA_ ROMULO,SANTA CLARA,CA,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,3342,1,1,0,0,0,0,0,Y,"60,154.00",Year,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,"60,154.00","96,000.00",Year,N,N,NA,,,WEST VALLEY CITY,SALT LAKE CITY,UT,84120,
I-200-18053-146477,CERTIFIED,2/22/18,3/1/18,H-1B,8/24/18,8/24/21,OATH HOLDINGS INC.,,701 FIRST AVENUE,SUNNYVALE,CA,94089,UNITED STATES OF AMERICA,,4083493300,,Y,KIVUVANI_ SUSAN,DALLAS,TX,SOFTWARE DEV ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,519130,20,20,0,0,0,0,0,Y,"82,319.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"82,319.00","121,250.00",Year,N,N,NA,,,CHAMPAIGN,CHAMPAIGN,IL,61820,
I-200-18039-284967,CERTIFIED,2/8/18,2/15/18,H-1B,8/8/18,8/8/21,ABERCROMBIE & FITCH TRADING CO.,N/A,6301 FITCH PATH,NEW ALBANY,OH,43054,UNITED STATES OF AMERICA,N/A,6147654257,,Y,SANTIESTEBAN GUTIERREZ_ ANA CRISTINA,NEW ALBANY,OH,ASSOCIATE TECHNICAL DESIGNER,27-1022,FASHION DESIGNERS,44814,1,1,0,0,0,0,0,Y,"59,842.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"59,842.00",0,Year,N,N,NA,,,NEW ALBANY,FRANKLIN,OH,43054,
I-200-18045-806210,CERTIFIED,2/14/18,2/21/18,H-1B,8/13/18,8/12/21,VIEWRAY INC,,2 THERMO FISHER WAY,OAKWOOD VILLAGE,OH,44146,UNITED STATES OF AMERICA,,4407033210,,Y,WONG_ MARGARET,CLEVELAND,OH,QUALITY ENGINEER,17-2031,BIOMEDICAL ENGINEERS,334510,1,1,0,0,0,0,0,Y,"82,347.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"85,000.00",0,Year,N,N,,Y,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18043-740115,CERTIFIED-WITHDRAWN,2/20/18,4/6/18,H-1B,7/1/18,6/30/21,NEVADA POWER COMPANY,DBA NV ENERGY,6226 WEST SHARA AVENUE,LAS VEGAS,NV,89146,UNITED STATES OF AMERICA,,7024025734,,Y,WHITE_ MICHELLE,MIAMI,FL,PROGRAMMER IV,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,221121,1,0,1,0,0,0,0,Y,"107,141.00",Year,Level III,OES,2017,OFCL ONLINE DATA CENTER,"109,780.00",0,Year,N,N,NA,Y,,LAS VEGAS,CLARK,NV,89146,2/22/18
I-200-18050-833945,CERTIFIED,2/21/18,2/27/18,H-1B,3/15/18,3/14/21,AMERISOURCEBERGEN CORPORATION,,1300 MORRIS DRIVE,CHESTERBROOK,PA,19087,UNITED STATES OF AMERICA,,6107277000,,Y,STOCK_ WILLIAM,PHILADELPHIA,PA,APPLICATION DEVELOPER II,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,424210,1,0,0,0,0,1,0,Y,"84,154.00",Year,N/A,Other,2017,2017 US MBD - ALL MBD MODULES EXCLUDING MANUFACTURING,"84,154.00","105,000.00",Year,N,N,NA,,,CHESTERBROOK,CHESTER,PA,19087,
I-203-18043-270138,CERTIFIED,2/12/18,2/16/18,E-3 Australian,2/15/18,2/14/20,THOUGHTWORKS_ INC.,,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,UNITED STATES OF AMERICA,,3123731000,,Y,CHANG_ ANN,CHICAGO,IL,LEAD APPLICATIONS DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,1,0,0,0,0,Y,"122,429.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"143,500.00",0,Year,,,,,,SAN FRANCISCO,SAN FRANCISCO,CA,94103,
I-200-18052-026883,CERTIFIED-WITHDRAWN,2/21/18,7/21/18,H-1B,7/31/18,7/30/21,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,PORTNOY_ DANIEL,DALLAS,TX,SOFTWARE ENGINEER_ TOOLS & INFRASTRUCTURE 1615.22491,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"106,983.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"123,000.00",0,Year,N,N,NA,,,SUNNYVALE,SANTA CLARA,CA,94089,2/23/18
I-200-18047-103961,CERTIFIED,2/21/18,2/27/18,H-1B,7/1/18,6/30/19,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO DENVER (UC DENVER),1380 LAWRENCE STREET_ 932,DENVER,CO,80217,UNITED STATES OF AMERICA,,3033152230,,N,_,,,POSTGRADUATE RESIDENT (PGY2),29-9099,HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS_,611310,1,1,0,0,0,0,0,Y,"59,916.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS,"59,916.00",0,Year,N,N,NA,,,DENVER,DENVER,CO,80204,
I-200-18051-735754,CERTIFIED,2/22/18,3/1/18,H-1B,8/18/18,8/17/21,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,TSEUNG_ ASHLEY,DALLAS,TX,SOFTWARE ENGINEER 1615.17833,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,0,1,0,0,0,0,Y,"106,983.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"126,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18052-783533,CERTIFIED,2/21/18,2/27/18,H-1B,2/25/18,2/24/21,CAPRUS IT INC,CAPRUS IT,5750 GENESIS CT,FRISCO,TX,75034,UNITED STATES OF AMERICA,,4699208102,,N,_,,,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,1,0,0,1,Y,"83,470.00",Year,Level II,OES,2018,OFLC ONLINE DATA CENTER,"90,000.00",0,Year,Y,N,Y,Y,,O'FALLON,ST. CHARLES,MO,63368,
I-200-18043-863166,DENIED,2/12/18,2/15/18,H-1B,7/2/18,7/2/21,DATA INTENSITY_ LLC,,22 CROSBY DRIVE,BEDFORD,MA,1730,UNITED STATES OF AMERICA,,7815415900,,Y,ROST_ KRISTINA,BOSTON,MA,SENIOR DATABASE ADMINISTRATOR,15-1141,DATABASE ADMINISTRATORS,541512,1,0,1,0,0,0,1,Y,"99,944.00",Year,Level IV,Other,2017,OFLC ONLINE DATA CENTER,"115,161.02",0,Year,N,N,NA,,,UNION,BOONE,KY,41091,
I-200-18033-426433,CERTIFIED,2/22/18,3/1/18,H-1B,8/20/18,8/19/21,SYNOPSYS_ INC.,,690 EAST MIDDLEFIELD ROAD,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6505845000,,Y,TAFAPOLSKY_ ALAN,SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,30,5,5,5,5,5,5,Y,"93,179.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY (L2),"93,179.00","168,179.00",Year,N,N,NA,,,BURLINGTON,MIDDLESEX,MA,1803,
I-200-18044-316757,DENIED,2/13/18,2/16/18,H-1B,2/14/18,2/13/21,ABOVE AND BEYOND FAMILY RECOVERY CENTER,,2942 WEST LAKE STREET,CHICAGO,IL,60612,UNITED STATES OF AMERICA,,7739402960,,N,_,,,SENIOR COUNSELOR & COMPLIANCE OFFICER,21-1011,SUBSTANCE ABUSE AND BEHAVIORAL DISORDER COUNSELORS,62142,1,0,0,0,1,0,0,Y,20,Hour,N/A,OES,2017,,20,0,Hour,N,N,,Y,,CHICAGO,COOK,IL,60612,
I-200-18031-884704,CERTIFIED,2/8/18,2/15/18,H-1B,2/12/18,2/11/21,SRA INTERNATIONAL_ INC.,,3170 FAIRVIEW PARK DRIVE,FALLS CHURCH,VA,22033,UNITED STATES OF AMERICA,,7036412043,,Y,FUNK_ MICHELLE,MCLEAN,VA,PROJECT MANAGEMENT ADVISOR,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541519,1,0,0,1,0,0,0,Y,"119,847.00",Year,N/A,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY,"119,847.00",0,Year,N,N,,,,ASHBURN,LOUDON,VA,20148,
I-200-18038-572407,CERTIFIED,2/8/18,2/15/18,H-1B,2/19/18,2/19/21,COUCHBASE_ INC.,N/A,2440 WEST EL CAMINO REAL,MOUNTAIN VIEW,CA,94040,UNITED STATES OF AMERICA,N/A,6504177500,N/A,Y,GUNN_ MATTHEW,LOUISVILLE,KY,SOLUTIONS ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,511210,1,0,0,0,0,1,0,Y,"136,273.00",Year,N/A,Other,2018,RADFORD GLOBAL SALES SURVEY,"136,273.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94040,
I-200-18028-219312,CERTIFIED,2/20/18,2/26/18,H-1B,7/28/18,7/27/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,LUNA_ PATRICIA,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18051-705204,CERTIFIED,2/20/18,2/26/18,H-1B,7/15/18,7/15/21,HOTTA LIESENBERG SAITO LLP,,970 W. 190TH STREET,TORRANCE,CA,90502,UNITED STATES OF AMERICA,,4242462000,,Y,NISHIMURA_ BERT,LOS ANGELES,CA,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,541211,1,1,0,0,0,0,1,Y,"48,256.00",Year,Level I,OES,2018,OFLC ONLINE DATA CENTER,"50,000.00",0,Year,N,N,NA,Y,,TORRANCE,LOS ANGELES,CA,90502,
I-200-18052-771374,DENIED,2/21/18,2/27/18,H-1B,2/27/18,2/26/21,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,,2152462300,,Y,MICHAELS_ REBECCA,TORONTO,,PROJECT DELIVERY SPECIALIST,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,0,3,0,0,0,0,Y,"72,800.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"72,384.00",0,Year,N,N,NA,,,AUSTIN,WILLIAMSON,TX,78728,
I-200-18045-342900,CERTIFIED,2/21/18,2/27/18,H-1B,8/15/18,8/15/21,MERRILL LYNCH,N/A,401 N TRYON STREET,CHARLOTTE,NC,28255,UNITED STATES OF AMERICA,,9806836779,,Y,ATASSI_ ISHA,NEW YORK,NY,OFFICER; TECH PROG ASSOCIATE,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,523110,1,0,1,0,0,0,0,Y,"84,665.00",Year,N/A,Other,2017,MERCER BENCHMARK DATABASE SURVEY,"90,000.00",0,Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10038,
I-200-18039-471893,DENIED,2/8/18,2/13/18,H-1B,8/8/18,8/8/21,RJT COMPUQUEST_ INC.,,222 N SEPULVEDA BLVD.,EL SEGUNDO,CA,90245,UNITED STATES OF AMERICA,,3103786666,,N,_,,,COMPUTER SYSTEMS ENGINEER,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541511,1,1,0,0,0,0,0,Y,"62,712.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"62,000.00",0,Year,Y,N,Y,Y,,LOS ANGELES,LOS ANGELES,CA,90066,
I-200-18040-135873,CERTIFIED,2/9/18,2/15/18,H-1B,5/22/18,5/21/21,FLORIDA INTERNATIONAL UNIVERSITY,,11200 SW 8TH STREET,MIAMI,FL,33199,UNITED STATES OF AMERICA,,3053482168,,Y,BLUMBERG_ AARON,MIAMI,FL,POSTDOCTORAL ASSOCIATE,19-1023,ZOOLOGISTS AND WILDLIFE BIOLOGISTS,611310,1,1,0,0,0,0,0,Y,"31,886.00",Year,Level I,OES,2017,,"47,705.00",0,Year,N,N,,,,MIAMI,MIAMI-DADE,FL,33199,
I-200-18043-273171,CERTIFIED,2/12/18,2/16/18,H-1B,4/2/18,4/1/21,MORRISON & FOERSTER LLP,,250 W 55TH STREET,NEW YORK,NY,10019,UNITED STATES OF AMERICA,,2124688000,,Y,NISWANDER_ REX,NEW YORK,NY,ATTORNEY,23-1011,LAWYERS,541110,1,0,0,0,0,1,0,Y,"107,349.00",Year,Level II,Other,2018,ONLINE WAGE LIBRARY,"110,000.00","150,000.00",Year,N,N,NA,Y,,DENVER,DENVER,CO,80202,
I-200-18051-891327,CERTIFIED,2/22/18,3/1/18,H-1B,3/5/18,3/5/21,ORACLE AMERICA_ INC.,,500 ORACLE PARKWAY,REDWOOD SHORES,CA,94065,UNITED STATES OF AMERICA,,6505067000,,Y,GHOSH_ DELYA,SAN FRANCISCO,CA,CONSULTANT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,511210,5,0,0,5,0,0,0,Y,"89,315.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"89,315.00","130,000.00",Year,N,N,,,,CLEARWATER,PINELLAS,FL,33762,
I-200-18052-290616,DENIED,2/21/18,2/23/18,H-1B,7/1/18,6/30/19,PARTNERS HEALTHCARE,,PARTNERS INTERNATIONAL OFFICE,SOMERVILLE,MA,2145,UNITED STATES OF AMERICA,,8572828211,,N,_,,,RESIDENT,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,1,0,1,0,0,0,0,Y,"67,307.00",Year,N/A,Other,2017,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS,"70,000.00","85,313.00",Year,N,N,,,,BOSTON,SUFFOLK,MA,2114,
I-200-18044-151452,CERTIFIED,2/13/18,2/20/18,H-1B,8/13/18,8/13/21,OATH HOLDINGS_ INC.,N/A,701 FIRST AVENUE,SUNNYVALE,CA,94089,UNITED STATES OF AMERICA,N/A,4083494933,,Y,RAMAN_ ASHIKA,SAN FRANCISCO,CA,PRODUCTION ENGINEER,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,519130,1,1,0,0,0,0,0,Y,"93,013.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"93,013.00","123,600.00",Year,N,N,NA,N,,SUNNYVALE,SANTA CLARA,CA,94089,
I-200-18048-240796,CERTIFIED,2/20/18,2/26/18,H-1B,8/19/18,8/18/21,SYMANTEC CORPORATION,,350 ELLIS STREET,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6505278000,,Y,OYE_ RONALD,SAN FRANCISCO,CA,PRINCIPAL SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"138,200.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON 2017 PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION,"170,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
